"","Nro Intimacion","Factura","Cliente","Emision","Importe","Vencimiento","Fecha Intimacion","Recepcion Intimacion","Imputacion","Fecha Imputacion","Importe Imputacion","Saldo"
"152",1817,"FACB2 - 10746","175 - OSCI",2020-09-29,92399.23,2020-11-07,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9174",2021-03-25,92399.23,0
"153",1817,"FACB2 - 10416","175 - OSCI",2020-09-17,166072.5,2020-10-17,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9174",2021-03-25,166072.5,0
"154",1814,"FACB2 - 6769","611 - ASOCIACION MUTUAL SANCOR",2019-12-17,90479,2020-02-06,2021-01-21 00:00:00,2021-01-28,"RECX2 - 9183",2021-03-25,9866.88,0
"155",1937,"FACB2 - 8423","490 - OS SUBTERRANEOS DIRECC",2020-06-05,11004,2020-09-09,2021-02-25 00:00:00,2021-03-01,"RECX2 - 9184",2021-03-25,11004,0
"156",1937,"FACB2 - 6692","490 - OS SUBTERRANEOS DIRECC",2019-12-09,10173,2020-02-02,2021-02-25 00:00:00,2021-03-01,"RECX2 - 9185",2021-03-25,9668,505
"157",2013,"FACB2 - 11258","448 - OSSIMRA",2020-10-26,97031,2020-12-13,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9187",2021-03-25,97031,0
"158",2013,"FACB2 - 11514","448 - OSSIMRA",2020-11-05,90285,2020-12-13,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9187",2021-03-25,90285,0
"159",2013,"FACB2 - 11594","448 - OSSIMRA",2020-11-10,144624.97,2020-12-18,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9187",2021-03-25,144624.97,0
"160",1898,"FACA2 - 1623","566 - OSSEG",2019-02-12,206592.74,2019-05-01,2021-02-11 00:00:00,2021-02-17,"NCA - 1622",2021-03-26,60,0
"161",1898,"FACA2 - 1438","566 - OSSEG",2018-10-22,102993.28,2018-12-22,2021-02-11 00:00:00,2021-02-17,"NCA - 1623",2021-03-26,3,0
"162",1939,"FACB2 - 7856","385 - ABOGADOS PCIA BS AS",2020-04-16,15416,2020-10-24,2021-02-25 00:00:00,2021-03-05,"RECX2 - 9191",2021-03-26,15416,0
"163",1939,"FACB2 - 7051","385 - ABOGADOS PCIA BS AS",2020-01-22,14515,2020-03-05,2021-02-25 00:00:00,2021-03-05,"RECX2 - 9192",2021-03-26,12804,0
"164",1898,"FACA2 - 1688","566 - OSSEG",2019-03-15,269441.85,2019-05-23,2021-02-11 00:00:00,2021-02-17,"NCA - 1634",2021-03-29,1027,0
"165",1966,"FACB2 - 8488","463 - OSTVLA",2020-06-10,30972,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,30972,0
"166",1966,"FACB2 - 9114","463 - OSTVLA",2020-07-20,78732,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,74420,4312
"167",1966,"FACB2 - 9388","463 - OSTVLA",2020-07-28,50220,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,45058,0
"168",1966,"FACB2 - 9624","463 - OSTVLA",2020-08-11,20848,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,12548,900
"169",1966,"FACB2 - 9761","463 - OSTVLA",2020-08-14,66897,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,65933,0
"170",1966,"FACB2 - 9781","463 - OSTVLA",2020-08-14,35662,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,28262,0
"171",1966,"FACB2 - 10023","463 - OSTVLA",2020-08-25,73308,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,47371,25067
"172",1966,"FACB2 - 12272","463 - OSTVLA",2020-11-27,97321,2021-01-13,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,30215,67106
"173",1966,"FACB2 - 12333","463 - OSTVLA",2020-11-30,83241,2021-01-14,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,83241,0
"174",1982,"FACA2 - 2554","167 - OSPECON",2020-03-27,2053813.3,2020-05-08,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9242",2021-03-31,105503,0
"175",1791,"FACB2 - 10861","492 - OSPPCYQ",2020-10-09,393908.56,2020-11-18,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9308",2021-03-31,393908.56,0
"176",1875,"FACA2 - 3039","337 - OSFATUN",2020-07-22,76092,2020-09-30,2021-02-03 00:00:00,2021-02-09,"RECX2 - 9310",2021-03-31,75128,0
"177",1826,"FACB2 - 6887","464 - INST SEG SOC NEUQUEN",2020-01-07,105435,2020-02-27,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9313",2021-03-31,104783,0
"178",1826,"FACB2 - 7070","464 - INST SEG SOC NEUQUEN",2020-01-27,67684.57,2020-03-28,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9313",2021-03-31,66713.77,0
"179",1826,"FACB2 - 7426","464 - INST SEG SOC NEUQUEN",2020-02-28,39252.66,2020-04-10,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9313",2021-03-31,34906.51,0
"180",1957,"FACB2 - 9519","368 - OSPILM",2020-08-06,190172.83,2020-10-10,2021-03-04 00:00:00,2021-03-10,"RECX2 - 9316",2021-03-31,185010.83,0
"181",1957,"FACB2 - 10222","368 - OSPILM",2020-09-09,64084,2020-10-15,2021-03-04 00:00:00,2021-03-10,"RECX2 - 9316",2021-03-31,64084,0
"182",1957,"FACB2 - 10266","368 - OSPILM",2020-09-10,330920.14,2020-10-17,2021-03-04 00:00:00,2021-03-10,"RECX2 - 9316",2021-03-31,330920.14,0
"183",1957,"FACB2 - 10502","368 - OSPILM",2020-09-21,49054,2020-10-25,2021-03-04 00:00:00,2021-03-10,"RECX2 - 9316",2021-03-31,31810,0
"184",1957,"FACB2 - 10550","368 - OSPILM",2020-09-22,28006,2020-10-30,2021-03-04 00:00:00,2021-03-10,"RECX2 - 9316",2021-03-31,28006,0
"185",1895,"FACB2 - 10040","266 - OSPE",2020-08-25,41988.05,2020-10-02,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9317",2021-03-31,41988.05,0
"186",1976,"FACB2 - 9154","380 - OSPM",2020-07-21,175039,2020-09-19,2021-03-11 00:00:00,2021-03-17,"NCB - 4753",2021-04-06,40139,0
"187",1976,"FACB2 - 9312","380 - OSPM",2020-07-23,1770374.66,2020-09-17,2021-03-11 00:00:00,2021-03-17,"NCB - 4765",2021-04-06,534766.95,0
"188",1810,"FACB2 - 6545","565 - IOSEP  SGO DEL ESTERO",2019-11-25,218960.26,2020-01-10,2021-01-21 00:00:00,2021-01-27,"RECX2 - 9329",2021-04-06,218960.26,0
"189",1864,"FACB2 - 7143","163 - OSPICA",2020-01-29,56582,2020-03-27,2021-01-28 00:00:00,2021-02-02,"RECX2 - 9368",2021-04-06,46622,4980
"190",1864,"FACB2 - 8002","163 - OSPICA",2020-04-28,94753.76,2020-07-02,2021-01-28 00:00:00,2021-02-02,"RECX2 - 9368",2021-04-06,85810.76,8943
"191",1989,"FACB2 - 11146","506 - OS PENITENCIARIO NAC",2020-10-22,46360,2020-12-26,2021-03-11 00:00:00,2021-03-17,"RECX2 - 9369",2021-04-06,46360,0
"192",1860,"FACB2 - 10634","506 - OS PENITENCIARIO NAC",2020-09-25,57612,2020-11-18,2021-01-28 00:00:00,2021-02-01,"RECX2 - 9370",2021-04-06,57612,0
"193",1981,"FACB2 - 9942","233 - OSCHOCA",2020-08-21,183014,2020-11-01,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9392",2021-04-07,183014,0
"194",1981,"FACB2 - 10188","233 - OSCHOCA",2020-09-07,262658,2020-11-01,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9392",2021-04-07,262658,0
"195",1981,"FACB2 - 10349","233 - OSCHOCA",2020-09-15,168985.81,2020-11-04,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9394",2021-04-07,168985.81,0
"196",1981,"FACB2 - 10438","233 - OSCHOCA",2020-09-17,311594,2020-11-01,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9394",2021-04-07,311594,0
"197",2002,"FACB2 - 10439","233 - OSCHOCA",2020-09-17,336892.34,2020-11-01,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9394",2021-04-07,336892.34,0
"198",2002,"FACB2 - 10462","233 - OSCHOCA",2020-09-18,165012.4,2020-11-01,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9394",2021-04-07,165012.4,0
"199",1837,"FACB2 - 9144","384 - OSEAM",2020-07-20,22872,2021-03-03,2021-01-28 00:00:00,2021-02-01,"RECX2 - 9222",2021-04-07,22484.9,387.1
"200",1837,"FACB2 - 8744","384 - OSEAM",2020-06-24,17384,2020-08-29,2021-01-28 00:00:00,2021-02-01,"RECX2 - 9224",2021-04-07,11335,0
"201",1974,"FACB2 - 7230","174 - OSECAC",2020-02-12,9838043.68,2021-04-15,2021-03-11 00:00:00,2021-03-16,"NCB - 4797",2021-04-08,546369.13,1065959.85
"202",1994,"FACB2 - 7429","174 - OSECAC",2020-02-28,12694464.28,2020-04-17,2021-03-17 00:00:00,2021-03-23,"NCB - 4798",2021-04-08,504070.06,1237094.14
"203",1897,"FACB2 - 7639","256 - OSEDA",2020-03-19,25514,2020-05-28,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9400",2021-04-09,12757,0
"204",1897,"FACB2 - 8888","256 - OSEDA",2020-06-30,15444,2020-08-27,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9400",2021-04-09,7722,0
"205",1897,"FACB2 - 9145","256 - OSEDA",2020-07-20,10296,2020-09-17,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9400",2021-04-09,5148,0
"206",1897,"FACB2 - 9612","256 - OSEDA",2020-08-11,2832,2020-09-24,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9400",2021-04-09,1416,0
"207",1897,"FACB2 - 10041","256 - OSEDA",2020-08-25,19089,2020-10-04,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9400",2021-04-09,9544.5,0
"208",1897,"FACB2 - 7639","256 - OSEDA",2020-03-19,25514,2020-05-28,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9401",2021-04-09,12757,0
"209",1897,"FACB2 - 8888","256 - OSEDA",2020-06-30,15444,2020-08-27,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9401",2021-04-09,7722,0
"210",1897,"FACB2 - 9145","256 - OSEDA",2020-07-20,10296,2020-09-17,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9401",2021-04-09,5148,0
"211",1897,"FACB2 - 9612","256 - OSEDA",2020-08-11,2832,2020-09-24,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9401",2021-04-09,1416,0
"212",1897,"FACB2 - 10041","256 - OSEDA",2020-08-25,19089,2020-10-04,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9401",2021-04-09,9544.5,0
"213",1994,"FACB2 - 7712","174 - OSECAC",2020-03-26,4072691.85,2020-05-08,2021-03-17 00:00:00,2021-03-23,"NCB - 4808",2021-04-12,540521.6,353391.58
"214",1786,"FACB2 - 6768","150 - OSBA",2019-12-17,653212.94,2021-03-20,2021-01-07 00:00:00,2021-01-19,"NCB - 4814",2021-04-12,4934,0
"215",2009,"FACA2 - 4036","2054 - SALUD NUEVO ROSARIO",2020-12-09,2487911,2021-01-28,2021-03-17 00:00:00,2021-03-26,"RECX2 - 9420",2021-04-14,1322275,0
"216",1985,"FACB2 - 11360","546 - OSPRERA",2020-10-27,105159.26,2020-12-03,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9438",2021-04-14,83905.26,0
"217",1985,"FACB2 - 11529","546 - OSPRERA",2020-11-09,48684,2020-12-18,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9438",2021-04-14,28365,0
"218",1951,"FACB2 - 9337","1019 - OSAMOC",2020-07-24,94772,2020-09-30,2021-03-04 00:00:00,2021-03-16,"RECX2 - 9449",2021-04-14,89610,0
"219",1869,"FACA2 - 3427","372 - OSFATLYF",2020-09-21,11224,2020-11-06,2021-02-03 00:00:00,2021-02-11,"RECX2 - 9404",2021-04-14,11224,0
"220",2006,"FACB2 - 12236","546 - OSPRERA",2020-11-26,14280,2021-01-17,2021-03-17 00:00:00,2021-03-22,"NCB - 4854",2021-04-15,5162,0
"221",2006,"FACB2 - 12599","546 - OSPRERA",2020-12-09,103940,2021-01-28,2021-03-17 00:00:00,2021-03-22,"NCB - 4855",2021-04-15,17456,0
"222",1955,"FACB2 - 11786","303 - OSPETAX",2020-11-16,64102,2020-12-20,2021-03-04 00:00:00,2021-03-10,"NCB - 4861",2021-04-15,5148,58954
"223",2005,"FACB2 - 12055","303 - OSPETAX",2020-11-24,1410662.85,2020-12-27,2021-03-17 00:00:00,2021-03-22,"NCB - 4862",2021-04-15,4063,1406599.85
"224",1966,"FACB2 - 9781","463 - OSTVLA",2020-08-14,35662,2020-10-23,2021-03-04 00:00:00,2021-03-09,"NCB - 4863",2021-04-15,7400,0
"225",2003,"FACA2 - 2873","167 - OSPECON",2020-06-29,3846442.59,2020-07-29,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9472",2021-04-15,305105.1,0
"226",2003,"FACA2 - 3104","167 - OSPECON",2020-07-30,705349.29,2020-08-29,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9472",2021-04-15,136434,0
"227",2003,"FACA2 - 3128","167 - OSPECON",2020-08-10,559361.62,2020-10-03,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9472",2021-04-15,12132,0
"228",2003,"FACA2 - 3345","167 - OSPECON",2020-09-10,643140.72,2020-10-14,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9472",2021-04-15,396022.78,0
"229",2003,"FACA2 - 3372","167 - OSPECON",2020-09-15,803488.27,2020-10-21,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9472",2021-04-15,102016.12,0
"230",1771,"FACB2 - 10709","318 - OSUTHGRA",2020-09-29,145503.39,2020-11-15,2021-01-07 00:00:00,2021-01-19,"NCB - 4871",2021-04-15,94335.39,51168
"231",1771,"FACB2 - 9499","318 - OSUTHGRA",2020-08-05,550758,2020-10-11,2021-01-07 00:00:00,2021-01-19,"NCB - 4873",2021-04-15,113628,437130
"232",2004,"FACB2 - 12214","318 - OSUTHGRA",2020-11-26,1924783.11,2021-01-03,2021-03-17 00:00:00,2021-03-22,"NCB - 4875",2021-04-15,18271,1906512.11
"233",1954,"FACB2 - 11704","318 - OSUTHGRA",2020-11-12,193935,2020-12-25,2021-03-04 00:00:00,2021-03-09,"NCB - 4876",2021-04-15,8033,185902
"234",1939,"FACB2 - 7051","385 - ABOGADOS PCIA BS AS",2020-01-22,14515,2020-03-05,2021-02-25 00:00:00,2021-03-05,"NCB - 4887",2021-04-16,1711,0
"235",1983,"FACB2 - 11983","318 - OSUTHGRA",2020-11-20,141275.87,2020-12-25,2021-03-11 00:00:00,2021-03-16,"NCB - 4907",2021-04-21,26135,60468.72
"236",1983,"FACB2 - 11983","318 - OSUTHGRA",2020-11-20,141275.87,2020-12-25,2021-03-11 00:00:00,2021-03-16,"NCB - 4908",2021-04-21,54672.15,60468.72
"237",1966,"FACB2 - 9388","463 - OSTVLA",2020-07-28,50220,2020-10-23,2021-03-04 00:00:00,2021-03-09,"NCB - 4911",2021-04-21,5162,0
"238",1966,"FACB2 - 9624","463 - OSTVLA",2020-08-11,20848,2020-10-23,2021-03-04 00:00:00,2021-03-09,"NCB - 4912",2021-04-21,7400,900
"239",1966,"FACB2 - 9761","463 - OSTVLA",2020-08-14,66897,2020-10-23,2021-03-04 00:00:00,2021-03-09,"NCB - 4913",2021-04-21,964,0
"240",1966,"FACB2 - 10023","463 - OSTVLA",2020-08-25,73308,2020-10-23,2021-03-04 00:00:00,2021-03-09,"NCB - 4914",2021-04-21,870,25067
"241",1988,"FACB2 - 12412","150 - OSBA",2020-12-03,36317.4,2021-01-10,2021-03-11 00:00:00,2021-03-16,"NCB - 4981",2021-04-26,1600,0
"242",1988,"FACB2 - 11010","150 - OSBA",2020-10-19,100834,2020-11-28,2021-03-11 00:00:00,2021-03-16,"NCB - 4982",2021-04-26,1800,0
"243",2032,"FACB2 - 12738","303 - OSPETAX",2020-12-15,1186146.92,2021-01-15,2021-03-23 00:00:00,2021-03-29,"NCB - 5005",2021-04-27,24567,1161579.92
"244",1771,"FACB2 - 10797","318 - OSUTHGRA",2020-10-06,590820,2020-11-26,2021-01-07 00:00:00,2021-01-19,"NCB - 5010",2021-04-27,110780,480040
"245",1983,"FACB2 - 12061","318 - OSUTHGRA",2020-11-24,559903,2021-01-14,2021-03-11 00:00:00,2021-03-16,"NCB - 5016",2021-04-27,107873,452030
"246",1860,"FACB2 - 10169","506 - OS PENITENCIARIO NAC",2020-08-31,313311.46,2020-10-21,2021-01-28 00:00:00,2021-02-01,"RECX2 - 9497",2021-04-28,229133.46,84178
"247",2072,"FACA2 - 4148","316 - OSPIF",2020-12-21,99238.16,2021-01-23,2021-04-08 00:00:00,2021-04-12,"RECX2 - 9413",2021-04-28,99238.16,0
"248",1778,"FACB2 - 6078","274 - FEDECAMARAS",2019-09-24,1365896.02,2019-11-03,2021-01-07 00:00:00,2021-01-19,"NCB - 5028",2021-04-28,434966.64,0
"249",2072,"FACA2 - 3799","316 - OSPIF",2020-11-17,191276,2020-12-24,2021-04-08 00:00:00,2021-04-12,"RECX2 - 9416",2021-04-28,191276,0
"250",2011,"FACB2 - 9896","461 - OSEN",2020-08-19,105007,2020-10-10,2021-03-17 00:00:00,2021-03-25,"NCB - 5034",2021-04-28,818,7480
"251",1772,"FACB2 - 10616","688 - OSPERYH",2020-09-24,316150,2020-11-05,2021-01-07 00:00:00,2021-01-19,"RECX2 - 9514",2021-04-28,241414.62,74735.38
"252",2042,"FACB2 - 7387","2017 - OSPTF",2020-02-26,32447,2020-04-24,2021-03-23 00:00:00,2021-04-05,"RECX2 - 9520",2021-04-28,29340,0
"253",2042,"FACB2 - 9054","2017 - OSPTF",2020-07-16,130970,2020-10-02,2021-03-23 00:00:00,2021-04-05,"RECX2 - 9521",2021-04-28,109433,0
"254",2042,"FACB2 - 7867","2017 - OSPTF",2020-04-16,201518,2020-06-12,2021-03-23 00:00:00,2021-04-05,"RECX2 - 9522",2021-04-28,201261,0
"255",2014,"FACB2 - 12376","418 - OSCAPBAQFLU",2020-12-03,25796,2021-01-15,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9524",2021-04-28,25796,0
"256",1841,"FACB2 - 7530","103 - OSPA",2020-03-12,26098,2020-06-10,2021-01-28 00:00:00,2021-02-01,"RECX2 - 9539",2021-04-28,26098,0
"257",1841,"FACB2 - 8178","103 - OSPA",2020-05-20,29057,2020-07-05,2021-01-28 00:00:00,2021-02-01,"RECX2 - 9539",2021-04-28,14673,0
"258",2008,"FACB2 - 8980","1179 - OSPERSAAMS",2020-07-14,62588,2020-09-30,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9541",2021-04-28,61688,0
"259",2008,"FACB2 - 11225","1179 - OSPERSAAMS",2020-10-23,114872.07,2020-11-25,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9541",2021-04-28,111714.07,0
"260",2011,"FACB2 - 11149","461 - OSEN",2020-10-22,84714,2020-12-03,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9543",2021-04-28,78652,900
"261",2044,"FACA2 - 3888","131 - OSPACA",2020-11-26,28986,2021-01-03,2021-03-23 00:00:00,2021-03-30,"RECX2 - 9556",2021-04-28,22486,0
"262",2044,"FACA2 - 3930","131 - OSPACA",2020-11-30,124081,2021-01-21,2021-03-23 00:00:00,2021-03-30,"RECX2 - 9556",2021-04-28,124081,0
"263",1973,"FACB2 - 11271","168 - OSPATCA",2020-10-26,55358,2020-12-12,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9560",2021-04-28,6572,0
"264",1875,"FACA2 - 3175","337 - OSFATUN",2020-08-12,19450,2020-10-02,2021-02-03 00:00:00,2021-02-09,"RECX2 - 9562",2021-04-28,19450,0
"265",1875,"FACA2 - 3195","337 - OSFATUN",2020-08-13,17710,2020-10-02,2021-02-03 00:00:00,2021-02-09,"RECX2 - 9562",2021-04-28,17710,0
"266",1829,"FACB2 - 7208","518 - OSPIP",2020-02-10,495794.37,2020-04-11,2021-01-21 00:00:00,2021-02-01,"RECX2 - 9567",2021-04-29,34709.27,521.73
"267",1852,"FACB2 - 10532","168 - OSPATCA",2020-09-21,105204,2021-03-05,2021-01-28 00:00:00,2021-02-03,"RECX2 - 9569",2021-04-29,18536,0
"268",1976,"FACB2 - 9318","380 - OSPM",2020-07-24,882926,2020-09-20,2021-03-11 00:00:00,2021-03-17,"NCB - 5058",2021-04-29,254120,0
"269",1961,"FACB2 - 10301","202 - UTA",2020-09-11,241016,2020-10-15,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9692",2021-04-30,241016,0
"270",1854,"FACB2 - 8977","382 - OSPIM",2020-07-14,102996,2020-08-28,2021-01-28 00:00:00,2021-02-01,"NCB - 5080",2021-04-30,5148,0
"271",1773,"FACA2 - 3297","227 - ANDAR",2020-08-26,14288,2020-10-16,2021-01-07 00:00:00,2021-01-19,"RECX2 - 9711",2021-04-30,14288,0
"272",1961,"FACB2 - 12463","202 - UTA",2020-12-03,51834,2021-01-15,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9723",2021-04-30,51834,0
"273",2061,"FACB2 - 11508","449 - UOM",2020-11-04,131195,2020-12-13,2021-04-07 00:00:00,2021-04-15,"RECX2 - 9598",2021-05-03,131195,0
"274",2025,"FACB2 - 10366","449 - UOM",2020-09-15,86881,2020-11-01,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9599",2021-05-03,20350,0
"275",2073,"FACB2 - 11750","326 - GOODYEAR",2020-11-13,302444,2020-12-13,2021-04-08 00:00:00,2021-04-13,"RECX2 - 9606",2021-05-03,302444,0
"276",1891,"FACA2 - 2485","399 - OS MUNI 3 FEBRERO",2020-02-28,11100,2020-04-16,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9608",2021-05-03,11100,0
"277",1891,"FACA2 - 2675","399 - OS MUNI 3 FEBRERO",2020-05-13,41382,2020-07-09,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9609",2021-05-03,41382,0
"278",2061,"FACB2 - 11701","449 - UOM",2020-11-12,153260,2020-12-27,2021-04-07 00:00:00,2021-04-15,"RECX2 - 9594",2021-05-03,153260,0
"279",2021,"FACB2 - 8358","174 - OSECAC",2020-05-29,9910338.96,2020-07-01,2021-03-23 00:00:00,2021-04-15,"NCB - 5104",2021-05-03,255208.14,1810915.21
"280",1854,"FACB2 - 10523","382 - OSPIM",2020-09-21,180592,2020-10-30,2021-01-28 00:00:00,2021-02-01,"NCB - 5129",2021-05-04,15472,0
"281",1854,"FACB2 - 9983","382 - OSPIM",2020-08-24,111258.6,2020-10-03,2021-01-28 00:00:00,2021-02-01,"NCB - 5130",2021-05-04,19450,0
"282",1778,"FACB2 - 5196","274 - FEDECAMARAS",2019-05-09,967836.35,2019-07-21,2021-01-07 00:00:00,2021-01-19,"NCB - 5138",2021-05-04,181147.13,0
"283",1982,"FACA2 - 2681","167 - OSPECON",2020-05-15,3955890.08,2020-06-17,2021-03-11 00:00:00,2021-03-16,"NCA - 1730",2021-05-05,18039.85,0
"284",2080,"FACA2 - 3865","379 - IPS  MISIONES",2020-11-25,40005,2021-01-13,2021-04-20 00:00:00,2021-04-26,"NCA - 1732",2021-05-05,18229,21776
"285",2036,"FACB2 - 155","383 - OSPM",2017-03-09,10794,2017-04-27,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,322,0
"286",2036,"FACB2 - 332","383 - OSPM",2017-03-15,18424,2017-04-27,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,266,0
"287",2036,"FACB2 - 5662","383 - OSPM",2019-07-23,39844,2019-09-20,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,37951,0
"288",2036,"FACB2 - 6008","383 - OSPM",2019-09-12,28428.86,2019-10-25,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,27267.86,0
"289",2036,"FACB2 - 7072","383 - OSPM",2020-01-27,34815,2020-03-20,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,34815,0
"290",2036,"FACB2 - 7512","383 - OSPM",2020-03-11,21980,2020-11-01,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,21980,0
"291",2036,"FACB2 - 7963","383 - OSPM",2020-04-27,29955.2,2020-11-01,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,29955.2,0
"292",2036,"FACB2 - 8196","383 - OSPM",2020-05-21,83068,2020-11-01,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,83068,0
"293",2036,"FACB2 - 9763","383 - OSPM",2020-08-14,31414,2020-10-16,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,31414,0
"294",2036,"FACB2 - 11111","383 - OSPM",2020-10-21,59331.56,2020-12-13,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,50632.56,0
"295",2036,"FACB2 - 11465","383 - OSPM",2020-11-03,31791,2020-12-19,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,31791,0
"296",2036,"FACB2 - 11867","383 - OSPM",2020-11-17,52470,2021-01-03,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9756",2021-05-05,52470,0
"297",1946,"FACB2 - 8583","380 - OSPM",2020-06-17,80068,2020-08-06,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9766",2021-05-05,43152,32460
"298",1946,"FACB2 - 8625","380 - OSPM",2020-06-19,648117.58,2020-08-02,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9766",2021-05-05,378109.58,248756
"299",1976,"FACB2 - 8801","380 - OSPM",2020-06-30,1248312,2020-08-22,2021-03-11 00:00:00,2021-03-17,"RECX2 - 9766",2021-05-05,291909,873327
"300",2011,"FACB2 - 12512","461 - OSEN",2020-12-04,10324,2021-01-15,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9773",2021-05-05,5162,0
"301",2011,"FACB2 - 10528","461 - OSEN",2020-09-21,79472,2020-10-31,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9775",2021-05-05,74310,0
"302",2001,"FACB2 - 9381","1019 - OSAMOC",2020-07-28,159136,2020-09-30,2021-03-17 00:00:00,2021-03-29,"RECX2 - 9779",2021-05-05,159136,0
"303",2001,"FACB2 - 9850","1019 - OSAMOC",2020-08-19,16344,2020-10-02,2021-03-17 00:00:00,2021-03-29,"RECX2 - 9779",2021-05-05,16344,0
"304",2001,"FACB2 - 9907","1019 - OSAMOC",2020-08-20,266124.71,2020-09-19,2021-03-17 00:00:00,2021-03-29,"RECX2 - 9779",2021-05-05,266124.71,0
"305",2001,"FACB2 - 10458","1019 - OSAMOC",2020-09-18,269379.86,2020-10-24,2021-03-17 00:00:00,2021-03-29,"RECX2 - 9798",2021-05-05,269379.86,0
"306",2001,"FACB2 - 10809","1019 - OSAMOC",2020-10-07,183692,2020-11-12,2021-03-17 00:00:00,2021-03-29,"RECX2 - 9798",2021-05-05,182792,0
"307",1830,"FACB2 - 10216","431 - OSME",2020-09-09,82954,2020-10-17,2021-01-21 00:00:00,2021-02-08,"RECX2 - 9807",2021-05-06,71730,0
