"","Nro Intimacion","Factura","Cliente","Emision","Importe","Vencimiento","Fecha Intimacion","Recepcion Intimacion","Imputacion","Fecha Imputacion","Importe Imputacion","Saldo"
"1208",1787,"FACB2 - 10578","516 - OSTPBA",2020-09-23,202493.37,2020-10-24,2021-01-07 00:00:00,2021-01-20,"RECX2 - 8654",2021-02-22,202493.37,0
"1209",1787,"FACB2 - 10680","516 - OSTPBA",2020-09-25,54730,2020-11-06,2021-01-07 00:00:00,2021-01-20,"RECX2 - 8656",2021-02-22,39258,0
"1210",1787,"FACB2 - 11128","516 - OSTPBA",2020-10-21,245970.26,2020-11-20,2021-01-07 00:00:00,2021-01-20,"RECX2 - 8656",2021-02-22,245970.26,0
"1211",1797,"FACA2 - 2497","379 - IPS  MISIONES",2020-03-10,210957,2020-05-01,2021-01-21 00:00:00,2021-01-26,"RECX2 - 8646",2021-02-22,210957,0
"1212",1817,"FACB2 - 8331","175 - OSCI",2020-05-28,44608,2020-10-08,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,44608,0
"1213",1817,"FACB2 - 8648","175 - OSCI",2020-06-19,37132,2020-10-08,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,37132,0
"1214",1817,"FACB2 - 10020","175 - OSCI",2020-08-25,26818.29,2020-10-22,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,26818.29,0
"1215",1817,"FACB2 - 10235","175 - OSCI",2020-09-10,87012,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,87012,0
"1216",1817,"FACB2 - 10431","175 - OSCI",2020-09-17,33947,2020-10-23,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,33947,0
"1217",1817,"FACB2 - 10747","175 - OSCI",2020-09-29,47356,2020-11-07,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,47356,0
"1218",1817,"FACB2 - 9338","175 - OSCI",2020-07-24,47900,2020-10-09,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,47900,0
"1219",1817,"FACB2 - 9665","175 - OSCI",2020-08-12,25810,2020-10-22,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8659",2021-02-22,25810,0
"1220",1856,"FACB2 - 10657","475 - OSIPA",2020-09-25,106924,2020-11-12,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8667",2021-02-22,106924,0
"1221",1856,"FACB2 - 10591","475 - OSIPA",2020-09-23,136408.47,2020-10-30,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8667",2021-02-22,136408.47,0
"1222",1856,"FACB2 - 10562","475 - OSIPA",2020-09-23,81601.42,2020-10-31,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8667",2021-02-22,81601.42,0
"1223",1857,"FACA2 - 3461","5 - SOC ITALIANA BENEFICENCIA",2020-09-25,62440,2020-11-07,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8670",2021-02-22,59240,3200
"1224",1808,"FACA2 - 2586","553 - OSTEL",2020-04-16,29271,2020-05-23,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8640",2021-02-23,29271,0
"1225",1808,"FACA2 - 2859","553 - OSTEL",2020-06-22,88680,2020-08-15,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8640",2021-02-23,88680,0
"1226",1808,"FACA2 - 3100","553 - OSTEL",2020-07-30,705629.5,2020-08-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8640",2021-02-23,705629.5,0
"1227",1808,"FACA2 - 3202","553 - OSTEL",2020-08-14,93309,2020-10-02,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8640",2021-02-23,92630,0
"1228",1808,"FACA2 - 3209","553 - OSTEL",2020-08-14,15444,2020-10-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8640",2021-02-23,15444,0
"1229",1808,"FACA2 - 3299","553 - OSTEL",2020-08-26,51503,2020-10-09,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8640",2021-02-23,51503,0
"1230",1808,"FACA2 - 3456","553 - OSTEL",2020-09-24,58992,2020-11-01,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8640",2021-02-23,58992,0
"1231",1835,"FACB2 - 11033","309 - OSFE",2020-10-19,71174,2020-11-26,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8650",2021-02-23,0.9,0
"1232",1814,"FACB2 - 7359","611 - ASOCIACION MUTUAL SANCOR",2020-02-26,57596,2020-04-17,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8707",2021-02-25,57596,0
"1233",1866,"FACB2 - 11016","252 - OSPEDYC",2020-10-19,53122,2020-11-27,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8768",2021-02-25,47974,0
"1234",1878,"FACB2 - 7528","491 - OSPPEA",2020-03-12,54493,2020-10-31,2021-02-03 00:00:00,2021-02-09,"RECX2 - 8840",2021-03-01,48792,0
"1235",1878,"FACB2 - 9551","491 - OSPPEA",2020-08-06,69122,2020-10-31,2021-02-03 00:00:00,2021-02-09,"RECX2 - 8843",2021-03-01,48516,0
"1236",1814,"FACB2 - 7232","611 - ASOCIACION MUTUAL SANCOR",2020-02-12,81142.29,2020-04-02,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,81142.29,0
"1237",1814,"FACB2 - 7646","611 - ASOCIACION MUTUAL SANCOR",2020-03-19,10338,2020-06-10,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,10338,0
"1238",1814,"FACB2 - 7813","611 - ASOCIACION MUTUAL SANCOR",2020-04-13,41778,2020-06-10,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,35287,6491
"1239",1814,"FACB2 - 8101","611 - ASOCIACION MUTUAL SANCOR",2020-05-12,69364.8,2020-06-27,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,69364.8,0
"1240",1814,"FACB2 - 8245","611 - ASOCIACION MUTUAL SANCOR",2020-05-26,298324.64,2020-07-02,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,298324.64,0
"1241",1814,"FACB2 - 8717","611 - ASOCIACION MUTUAL SANCOR",2020-06-23,52330,2020-08-22,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,52330,0
"1242",1814,"FACB2 - 8815","611 - ASOCIACION MUTUAL SANCOR",2020-06-30,11196,2020-08-28,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,11196,0
"1243",1814,"FACB2 - 9029","611 - ASOCIACION MUTUAL SANCOR",2020-07-15,26041,2020-09-18,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,9991,0
"1244",1814,"FACB2 - 9232","611 - ASOCIACION MUTUAL SANCOR",2020-07-21,10296,2020-09-18,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,10296,0
"1245",1814,"FACB2 - 9522","611 - ASOCIACION MUTUAL SANCOR",2020-08-06,66980,2020-10-15,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,66980,0
"1246",1814,"FACB2 - 9584","611 - ASOCIACION MUTUAL SANCOR",2020-08-11,80442,2020-10-15,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,71960,0
"1247",1814,"FACB2 - 10076","611 - ASOCIACION MUTUAL SANCOR",2020-08-26,53157,2020-10-15,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,53157,0
"1248",1814,"FACB2 - 10905","611 - ASOCIACION MUTUAL SANCOR",2020-10-14,88818,2020-11-21,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,88818,0
"1249",1814,"FACB2 - 11031","611 - ASOCIACION MUTUAL SANCOR",2020-10-19,53998,2020-11-26,2021-01-21 00:00:00,2021-01-28,"RECX2 - 8847",2021-03-01,53998,0
"1250",1797,"FACA2 - 2755","379 - IPS  MISIONES",2020-05-29,15515,2020-07-24,2021-01-21 00:00:00,2021-01-26,"RECX2 - 8862",2021-03-02,14427,0
"1251",1836,"FACB2 - 9418","378 - OSCEP",2020-07-28,36134,2020-09-27,2021-01-28 00:00:00,2021-02-02,"NCB - 4509",2021-03-03,5162,0
"1252",1866,"FACB2 - 11016","252 - OSPEDYC",2020-10-19,53122,2020-11-27,2021-01-28 00:00:00,2021-02-01,"NCB - 4514",2021-03-03,5148,0
"1253",1836,"FACB2 - 328","378 - OSCEP",2017-03-15,154161.85,2017-04-26,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8872",2021-03-03,1164.54,0
"1254",1836,"FACB2 - 887","378 - OSCEP",2017-04-19,43967,2017-05-26,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8872",2021-03-03,273.4,0
"1255",1836,"FACB2 - 738","378 - OSCEP",2017-04-10,15190.72,2017-05-24,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8872",2021-03-03,95.62,0
"1256",1836,"FACB2 - 2299","378 - OSCEP",2017-12-20,323746.47,2018-02-23,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8872",2021-03-03,721.96,280067.71
"1257",1786,"FACB2 - 8838","150 - OSBA",2020-06-30,73680,2020-08-22,2021-01-07 00:00:00,2021-01-19,"RECX2 - 8875",2021-03-03,73680,0
"1258",1786,"FACB2 - 9971","150 - OSBA",2020-08-24,39473,2020-10-10,2021-01-07 00:00:00,2021-01-19,"RECX2 - 8875",2021-03-03,18825,20648
"1259",1786,"FACB2 - 10949","150 - OSBA",2020-10-15,500622.82,2020-11-25,2021-01-07 00:00:00,2021-01-19,"RECX2 - 8875",2021-03-03,271106.82,229516
"1260",1855,"FACB2 - 7719","479 - OSCOEMA",2020-03-26,24909,2020-05-08,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8876",2021-03-03,23108,1801
"1261",1885,"FACB2 - 9654","140 - OSA",2020-08-12,25110,2020-10-02,2021-02-03 00:00:00,2021-02-09,"RECX2 - 8877",2021-03-03,25110,0
"1262",1856,"FACB2 - 5834","475 - OSIPA",2019-08-21,52116,2019-10-04,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8880",2021-03-03,52116,0
"1263",1856,"FACB2 - 6125","475 - OSIPA",2019-09-27,65083,2019-11-10,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8880",2021-03-03,34653,0
"1264",1839,"FACB2 - 8576","510 - OSPA",2020-06-17,499524,2020-07-26,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8881",2021-03-03,499524,0
"1265",1857,"FACA2 - 3008","5 - SOC ITALIANA BENEFICENCIA",2020-07-21,57244,2020-09-13,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8882",2021-03-03,57244,0
"1266",1857,"FACA2 - 3581","5 - SOC ITALIANA BENEFICENCIA",2020-10-22,32040,2020-12-04,2021-01-28 00:00:00,2021-02-01,"RECX2 - 8882",2021-03-03,32040,0
"1267",1909,"FACB2 - 9660","199 - OSPIC",2020-08-12,47228,2020-10-01,2021-02-11 00:00:00,2021-02-22,"RECX2 - 8889",2021-03-03,39828,0
"1268",1920,"FACB2 - 9184","514 - OSPLA",2020-07-21,9556,2020-09-13,2021-02-25 00:00:00,2021-03-01,"RECX2 - 8901",2021-03-05,9556,0
"1269",1806,"FACA2 - 2795","250 - OSPLAD",2020-06-11,80974,2020-08-01,2021-01-21 00:00:00,2021-01-27,"NCA - 1574",2021-03-09,13815,67159
"1270",1776,"FACB2 - 9868","576 - OSPSIP",2020-08-19,146419,2020-09-30,2021-01-07 00:00:00,2021-01-19,"NCB - 4558",2021-03-09,20108,126311
"1271",1836,"FACB2 - 9418","378 - OSCEP",2020-07-28,36134,2020-09-27,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8990",2021-03-10,30972,0
"1272",1836,"FACB2 - 9537","378 - OSCEP",2020-08-06,28020,2020-10-03,2021-01-28 00:00:00,2021-02-02,"RECX2 - 8990",2021-03-10,28020,0
"1273",1904,"FACB2 - 9629","138 - OSCAMGLYP",2020-08-11,11524,2020-10-16,2021-02-11 00:00:00,2021-02-17,"RECX2 - 8996",2021-03-10,11524,0
"1274",1802,"FACB2 - 10659","251 - OSDOP",2020-09-25,28438,2020-11-07,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8977",2021-03-12,5162,0
"1275",1802,"FACB2 - 11239","251 - OSDOP",2020-10-26,357751.2,2020-11-26,2021-01-21 00:00:00,2021-01-25,"RECX2 - 8979",2021-03-12,51222,0
"1276",1961,"FACB2 - 12648","202 - UTA",2020-12-10,2054777.71,2021-01-10,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9027",2021-03-15,1369217.71,0
"1277",1802,"FACB2 - 7361","251 - OSDOP",2020-02-26,405760,2020-04-09,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9037",2021-03-15,236091,0
"1278",1912,"FACB2 - 7657","532 - PROFE TUCUMAN UGP",2020-03-19,60777.44,2020-06-11,2021-02-11 00:00:00,2021-02-19,"RECX2 - 9047",2021-03-15,60777.44,0
"1279",1912,"FACB2 - 7915","532 - PROFE TUCUMAN UGP",2020-04-21,21297,2020-06-25,2021-02-11 00:00:00,2021-02-19,"RECX2 - 9047",2021-03-15,21297,0
"1280",1776,"FACB2 - 10947","576 - OSPSIP",2020-10-15,351678,2020-11-25,2021-01-07 00:00:00,2021-01-19,"NCB - 4592",2021-03-16,63638,288040
"1281",1776,"FACB2 - 10769","576 - OSPSIP",2020-09-30,158456.34,2020-10-30,2021-01-07 00:00:00,2021-01-19,"NCB - 4594",2021-03-16,3436,155020.34
"1282",1916,"FACA2 - 2493","975 - COBERMED",2020-03-05,289035,2020-04-18,2021-02-25 00:00:00,2021-03-01,"RECX2 - 9081",2021-03-16,4916,0
"1283",1916,"FACA2 - 2538","975 - COBERMED",2020-03-25,16669,2020-05-13,2021-02-25 00:00:00,2021-03-01,"RECX2 - 9081",2021-03-16,16669,0
"1284",1916,"FACA2 - 2987","975 - COBERMED",2020-07-20,5648,2020-09-26,2021-02-25 00:00:00,2021-03-01,"RECX2 - 9081",2021-03-16,5648,0
"1285",1921,"FACB2 - 6670","923 - AMPJBON",2019-12-06,20969,2020-01-26,2021-02-25 00:00:00,2021-03-02,"RECX2 - 9092",2021-03-16,20969,0
"1286",1882,"FACB2 - 8289","512 - OSPIV VIDRIO",2020-05-27,29340,2020-07-19,2021-02-03 00:00:00,2021-02-08,"RECX2 - 9108",2021-03-23,20961,0
"1287",1882,"FACB2 - 8679","512 - OSPIV VIDRIO",2020-06-22,54985,2020-08-15,2021-02-03 00:00:00,2021-02-08,"RECX2 - 9108",2021-03-23,54985,0
"1288",1882,"FACB2 - 10513","512 - OSPIV VIDRIO",2020-09-21,45534,2020-10-25,2021-02-03 00:00:00,2021-02-08,"RECX2 - 9108",2021-03-23,32972,0
"1289",1882,"FACB2 - 10875","512 - OSPIV VIDRIO",2020-10-13,69692,2020-11-19,2021-02-03 00:00:00,2021-02-08,"RECX2 - 9108",2021-03-23,69692,0
"1290",1882,"FACB2 - 11019","512 - OSPIV VIDRIO",2020-10-19,44406,2020-11-27,2021-02-03 00:00:00,2021-02-08,"RECX2 - 9108",2021-03-23,39244,0
"1291",1962,"FACA2 - 3032","404 - OSDEPYM",2020-07-22,510363,2020-09-26,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9128",2021-03-23,101997,382282
"1292",2010,"FACB2 - 6691","437 - OSPEDICI",2019-12-09,8502,2020-02-02,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9130",2021-03-23,8502,0
"1293",1988,"FACB2 - 12712","150 - OSBA",2020-12-14,647117.31,2021-01-16,2021-03-11 00:00:00,2021-03-16,"NCB - 4688",2021-03-25,560157.03,0
"1294",1799,"FACB2 - 8105","391 - OSPM",2020-05-12,270042,2020-07-19,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9159",2021-03-25,267219,2823
"1295",1799,"FACB2 - 9279","391 - OSPM",2020-07-23,377132.8,2020-09-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9159",2021-03-25,376363.8,769
"1296",1799,"FACB2 - 10298","391 - OSPM",2020-09-11,100288,2020-11-01,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9159",2021-03-25,84816,15472
"1297",1799,"FACB2 - 10701","391 - OSPM",2020-09-25,10324,2020-11-06,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9159",2021-03-25,10324,0
"1298",1786,"FACB2 - 8052","150 - OSBA",2020-04-29,22074,2020-06-17,2021-01-07 00:00:00,2021-01-19,"RECX2 - 9161",2021-03-25,22074,0
"1299",1786,"FACB2 - 8464","150 - OSBA",2020-06-09,25810,2020-07-10,2021-01-07 00:00:00,2021-01-19,"RECX2 - 9161",2021-03-25,25810,0
"1300",1786,"FACB2 - 9784","150 - OSBA",2020-08-14,27554,2020-10-03,2021-01-07 00:00:00,2021-01-19,"RECX2 - 9161",2021-03-25,27554,0
"1301",1786,"FACB2 - 10911","150 - OSBA",2020-10-14,610696.5,2020-11-20,2021-01-07 00:00:00,2021-01-19,"RECX2 - 9161",2021-03-25,48894.96,0
"1302",1839,"FACB2 - 6605","510 - OSPA",2019-11-28,23352,2020-01-15,2021-01-28 00:00:00,2021-02-01,"RECX2 - 9169",2021-03-25,23352,0
"1303",1817,"FACB2 - 7433","175 - OSCI",2020-02-28,12908,2020-04-11,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9174",2021-03-25,12908,0
"1304",1829,"FACB2 - 9375","518 - OSPIP",2020-07-28,41240,2020-10-10,2021-01-21 00:00:00,2021-02-01,"RECX2 - 9176",2021-03-25,10324,0
"1305",2013,"FACB2 - 11189","448 - OSSIMRA",2020-10-23,65638,2020-12-13,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9187",2021-03-25,65638,0
"1306",2013,"FACB2 - 10917","448 - OSSIMRA",2020-10-14,1317273,2020-12-03,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9195",2021-03-25,1273917,0
"1307",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9196",2021-03-26,208566.81,0
"1308",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9197",2021-03-26,208566.83,0
"1309",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9198",2021-03-26,208566.83,0
"1310",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9199",2021-03-26,208566.83,0
"1311",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9200",2021-03-26,208566.83,0
"1312",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9201",2021-03-26,208566.83,0
"1313",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9202",2021-03-26,208566.83,0
"1314",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9203",2021-03-26,208566.83,0
"1315",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9204",2021-03-26,208566.83,0
"1316",2010,"FACB2 - 12287","437 - OSPEDICI",2020-11-27,2085668.28,2021-01-01,2021-03-17 00:00:00,2021-03-22,"RECX2 - 9205",2021-03-26,208566.83,0
"1317",1786,"FACB2 - 10911","150 - OSBA",2020-10-14,610696.5,2020-11-20,2021-01-07 00:00:00,2021-01-19,"NCB - 4722",2021-03-30,278511,0
"1318",1966,"FACB2 - 8053","463 - OSTVLA",2020-04-29,50251.75,2020-07-01,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,17161,17303.75
"1319",1966,"FACB2 - 8401","463 - OSTVLA",2020-06-01,5162,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,5162,0
"1320",1966,"FACB2 - 9002","463 - OSTVLA",2020-07-14,133844,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,133844,0
"1321",1966,"FACB2 - 9100","463 - OSTVLA",2020-07-17,34762,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,27362,0
"1322",1966,"FACB2 - 9948","463 - OSTVLA",2020-08-21,79785,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,51834,0
"1323",1966,"FACB2 - 10147","463 - OSTVLA",2020-08-28,269945,2020-10-23,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,88403,181542
"1324",1966,"FACB2 - 10517","463 - OSTVLA",2020-09-21,71760,2020-10-29,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,61450,10310
"1325",1966,"FACB2 - 10682","463 - OSTVLA",2020-09-25,22134,2020-11-07,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,22134,0
"1326",1966,"FACB2 - 11159","463 - OSTVLA",2020-10-23,70288,2020-12-06,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,40510,0
"1327",1966,"FACB2 - 11319","463 - OSTVLA",2020-10-27,62193,2020-12-06,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,49262,10898
"1328",1966,"FACB2 - 11695","463 - OSTVLA",2020-11-12,55244,2020-12-16,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,50082,0
"1329",1966,"FACB2 - 11725","463 - OSTVLA",2020-11-12,193596,2020-12-13,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,4277,189319
"1330",1966,"FACB2 - 11915","463 - OSTVLA",2020-11-18,45812,2020-12-27,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,22926,15486
"1331",1966,"FACB2 - 12041","463 - OSTVLA",2020-11-24,42881,2021-01-01,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9230",2021-03-31,41849,0
"1332",1953,"FACA2 - 2215","167 - OSPECON",2019-11-25,5835812.21,2020-01-04,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9242",2021-03-31,244329.67,0
"1333",1982,"FACA2 - 2742","167 - OSPECON",2020-05-28,4682627.28,2020-06-27,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9242",2021-03-31,1010216.23,0
"1334",2002,"FACB2 - 11240","233 - OSCHOCA",2020-10-26,71826,2021-01-02,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9289",2021-03-31,71826,0
"1335",2002,"FACB2 - 11275","233 - OSCHOCA",2020-10-26,172482,2021-01-02,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9289",2021-03-31,172482,0
"1336",2002,"FACB2 - 11302","233 - OSCHOCA",2020-10-27,302649.84,2021-01-02,2021-03-17 00:00:00,2021-03-25,"RECX2 - 9289",2021-03-31,302649.84,0
"1337",2029,"FACB2 - 11933","233 - OSCHOCA",2020-11-18,73123,2021-01-14,2021-03-23 00:00:00,2021-03-29,"RECX2 - 9289",2021-03-31,73123,0
"1338",1791,"FACB2 - 10521","492 - OSPPCYQ",2020-09-21,97198,2020-10-31,2021-01-21 00:00:00,2021-01-25,"RECX2 - 9308",2021-03-31,97198,0
"1339",1826,"FACB2 - 8685","464 - INST SEG SOC NEUQUEN",2020-06-22,54733.72,2020-08-15,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9313",2021-03-31,45784.29,0
"1340",1826,"FACB2 - 9095","464 - INST SEG SOC NEUQUEN",2020-07-17,15444,2020-09-02,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9313",2021-03-31,15444,0
"1341",1826,"FACB2 - 10565","464 - INST SEG SOC NEUQUEN",2020-09-23,12548,2020-10-31,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9313",2021-03-31,10392,0
"1342",1826,"FACB2 - 11214","464 - INST SEG SOC NEUQUEN",2020-10-23,156991,2020-11-25,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9313",2021-03-31,153252.13,0
"1343",1957,"FACB2 - 10334","368 - OSPILM",2020-09-14,143465,2020-10-25,2021-03-04 00:00:00,2021-03-10,"RECX2 - 9316",2021-03-31,143465,0
"1344",1957,"FACB2 - 10353","368 - OSPILM",2020-09-15,71088,2021-04-09,2021-03-04 00:00:00,2021-03-10,"RECX2 - 9316",2021-03-31,71088,0
"1345",1895,"FACB2 - 10039","266 - OSPE",2020-08-25,19320,2020-10-09,2021-02-11 00:00:00,2021-02-17,"RECX2 - 9317",2021-03-31,11840,0
"1346",1854,"FACB2 - 7825","382 - OSPIM",2020-04-13,199493,2020-06-17,2021-01-28 00:00:00,2021-02-01,"NCB - 4746",2021-04-06,26102,0
"1347",1976,"FACB2 - 9112","380 - OSPM",2020-07-20,293776,2020-09-03,2021-03-11 00:00:00,2021-03-17,"NCB - 4752",2021-04-06,134550,0
"1348",1896,"FACB2 - 10629","448 - OSSIMRA",2020-09-25,90820,2021-03-20,2021-02-11 00:00:00,2021-02-18,"NCB - 4771",2021-04-06,10310,12824.34
"1349",1928,"FACB2 - 10499","1161 - OMINT ART S.A.",2020-09-21,19058,2020-10-30,2021-02-25 00:00:00,2021-03-01,"NCB - 4773",2021-04-06,19058,0
"1350",1826,"FACB2 - 6590","464 - INST SEG SOC NEUQUEN",2019-11-28,122717.74,2020-01-09,2021-01-21 00:00:00,2021-02-03,"RECX2 - 9365",2021-04-06,85821.74,0
"1351",1989,"FACB2 - 11057","506 - OS PENITENCIARIO NAC",2020-10-20,64518,2020-12-06,2021-03-11 00:00:00,2021-03-17,"RECX2 - 9367",2021-04-06,64518,0
"1352",1864,"FACB2 - 6810","163 - OSPICA",2019-12-19,103787.52,2020-02-21,2021-01-28 00:00:00,2021-02-02,"RECX2 - 9368",2021-04-06,1984.48,50901.52
"1353",1864,"FACB2 - 7527","163 - OSPICA",2020-03-12,31586,2021-02-28,2021-01-28 00:00:00,2021-02-02,"RECX2 - 9368",2021-04-06,25044,6542
"1354",1864,"FACB2 - 7749","163 - OSPICA",2020-04-02,63787.4,2020-05-24,2021-01-28 00:00:00,2021-02-02,"RECX2 - 9368",2021-04-06,63787.4,0
"1355",1952,"FACB2 - 8124","233 - OSCHOCA",2020-05-14,2259960.98,2020-07-01,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9384",2021-04-07,580000,0
"1356",1952,"FACB2 - 8124","233 - OSCHOCA",2020-05-14,2259960.98,2020-07-01,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9385",2021-04-07,5e+05,0
"1357",1952,"FACB2 - 8124","233 - OSCHOCA",2020-05-14,2259960.98,2020-07-01,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9386",2021-04-07,5e+05,0
"1358",1952,"FACB2 - 8124","233 - OSCHOCA",2020-05-14,2259960.98,2020-07-01,2021-03-04 00:00:00,2021-03-09,"RECX2 - 9387",2021-04-07,5e+05,0
"1359",1981,"FACB2 - 8193","233 - OSCHOCA",2020-05-21,1827280.13,2020-07-10,2021-03-11 00:00:00,2021-03-16,"RECX2 - 9388",2021-04-07,5e+05,0
